InPlay,Velo,SpinRate,HorzBreak,InducedVertBreak
0,93.69,2160.0,8.22,14.08
1,94.47,1989.0,2.97,14.09
0,95.55,2077.0,17.41,3.83
0,93.67,2152.0,4.97,18.99
1,93.43,2423.0,20.89,6.86
1,88.32,2259.0,-0.56,15.96
0,92.82,2236.0,9.35,12.33
1,96.1,2101.0,12.07,10.92
0,95.04,2391.0,5.32,23.21
0,93.7,2198.0,12.71,16.43
0,93.47,2643.0,3.71,20.97
0,97.2,2199.0,12.76,3.31
0,95.33,2135.0,18.22,6.86
0,92.72,2098.0,6.34,18.82
0,97.28,2315.0,3.61,18.13
0,92.67,2137.0,7.74,8.76
0,96.04,2313.0,4.85,19.16
0,88.98,2115.0,12.9,10.72
0,95.3,2263.0,6.1,21.27
0,91.95,2095.0,5.85,19.52
0,96.44,2463.0,4.36,17.56
0,94.35,2294.0,5.89,19.68
1,91.16,2119.0,8.95,17.83
1,97.3,2206.0,7.26,13.21
1,92.77,2077.0,15.27,10.32
0,94.28,2034.0,6.22,16.96
1,94.67,2350.0,13.48,12.2
0,97.26,2853.0,8.67,11.54
0,94.07,2162.0,11.06,13.08
0,94.51,2425.0,8.05,14.34
1,93.52,1947.0,5.78,9.81
0,96.44,1942.0,17.9,7.91
0,96.65,1997.0,15.08,12.43
0,95.19,2115.0,0.72,17.38
1,95.26,2465.0,4.43,15.97
1,93.2,2193.0,1.78,19.96
1,92.37,2024.0,1.02,16.2
0,98.38,2145.0,17.86,6.54
1,91.24,2289.0,-4.37,15.37
0,96.28,2461.0,3.19,18.92
0,97.15,2585.0,5.15,14.9
0,94.7,2027.0,14.17,4.05
0,95.49,2329.0,-0.1,18.15
0,91.19,2094.0,15.96,10.93
0,93.93,2052.0,10.79,12.29
1,86.99,2077.0,0.12,17.58
0,94.04,2204.0,12.7,14.47
1,90.69,1955.0,16.43,2.62
1,95.52,2192.0,6.4,11.12
0,98.52,2226.0,19.51,8.74
1,94.65,2444.0,10.8,17.78
1,94.77,2413.0,11.13,19.93
1,88.9,2185.0,9.09,14.24
0,94.36,2343.0,7.56,18.33
0,93.52,2228.0,4.78,15.35
1,96.68,2100.0,17.92,4.41
0,97.21,2268.0,1.07,13.0
0,90.15,2000.0,16.28,6.6
0,94.31,2135.0,5.86,16.61
0,96.14,2377.0,10.77,17.69
1,90.69,2000.0,15.16,4.08
1,93.88,2267.0,5.76,15.61
1,96.35,2266.0,9.09,17.0
0,96.33,2510.0,5.46,18.71
0,91.84,2367.0,6.81,16.42
1,94.8,2192.0,11.08,4.29
0,92.87,2144.0,13.47,11.68
0,97.99,2413.0,7.72,15.88
0,99.01,1967.0,11.29,7.1
0,96.28,2232.0,16.35,5.9
1,95.64,1961.0,7.39,16.11
1,96.86,1940.0,9.08,15.82
0,92.2,2447.0,0.86,14.71
0,95.06,2462.0,8.96,18.71
0,92.7,2176.0,9.51,17.98
0,92.57,1960.0,3.26,15.85
1,92.61,1940.0,14.99,4.79
0,93.63,2422.0,11.15,14.5
0,97.55,2566.0,7.85,16.33
0,98.23,2378.0,6.9,19.24
0,95.35,2746.0,1.29,10.66
1,91.39,2286.0,13.49,10.38
0,94.62,2282.0,9.5,16.63
0,96.51,2308.0,2.97,15.33
0,92.83,2335.0,8.77,14.3
0,94.55,1974.0,14.91,2.99
0,96.01,2053.0,10.01,13.96
0,94.05,2203.0,4.75,19.33
0,93.34,2344.0,5.4,17.24
0,89.15,2273.0,1.27,19.51
0,97.66,2521.0,2.4,17.33
1,93.15,2344.0,11.72,18.59
0,90.53,2124.0,11.39,13.02
0,95.1,2248.0,12.79,19.23
1,91.97,2252.0,8.57,17.9
1,93.27,1942.0,5.52,10.05
1,92.24,2104.0,16.13,9.1
0,91.4,2569.0,0.15,21.93
0,92.59,2068.0,10.04,12.26
0,95.8,2812.0,8.76,6.82
0,93.78,2388.0,10.8,15.55
1,90.59,2025.0,16.7,9.64
1,93.15,2251.0,5.92,13.35
0,96.89,2357.0,6.68,15.98
0,94.57,2390.0,5.34,18.46
0,94.94,2236.0,17.07,2.51
1,90.97,1974.0,14.48,3.14
0,95.6,2208.0,10.26,15.36
0,96.59,2465.0,5.92,19.8
1,94.4,2429.0,13.54,16.08
1,89.92,2040.0,6.29,14.97
0,96.63,2276.0,7.63,19.22
0,94.38,1898.0,5.01,14.87
0,95.6,1943.0,13.36,11.4
0,95.13,2500.0,6.93,18.37
1,97.83,2233.0,8.26,13.85
0,88.45,2181.0,2.65,19.16
0,91.05,2182.0,3.94,19.32
0,94.21,2289.0,5.83,20.63
1,94.83,2331.0,12.0,13.94
0,94.72,2129.0,1.75,19.14
0,93.4,2609.0,4.13,19.29
1,92.03,2251.0,16.21,6.9
0,97.98,2508.0,2.68,19.41
0,96.71,2067.0,11.3,11.09
0,90.08,2190.0,7.26,10.42
0,95.45,2056.0,9.59,13.69
0,91.56,2040.0,7.31,17.0
0,90.23,2105.0,4.83,18.52
0,94.53,2294.0,8.91,17.85
0,94.62,2462.0,4.35,18.29
1,93.27,2425.0,11.51,17.62
1,93.08,2440.0,12.3,13.88
0,96.23,2419.0,9.0,17.06
1,94.22,2241.0,13.13,13.29
0,96.18,2382.0,4.02,16.65
1,92.18,2160.0,14.24,16.41
0,94.55,2718.0,1.01,18.8
0,96.04,2357.0,10.09,16.69
0,93.41,2258.0,6.48,13.49
0,95.09,2255.0,6.82,18.01
0,95.74,2116.0,8.81,15.02
0,95.0,2394.0,2.54,18.63
1,94.52,2305.0,4.2,12.68
0,95.6,2294.0,3.2,16.18
0,91.51,2121.0,3.58,17.23
1,89.27,2121.0,14.48,7.18
0,96.29,2288.0,3.36,17.96
0,91.71,1924.0,8.18,16.92
0,93.84,2095.0,8.78,16.77
0,96.67,2536.0,12.85,18.6
0,93.85,2303.0,4.51,17.82
0,92.33,2043.0,9.41,12.49
0,95.3,2079.0,15.89,12.13
0,96.64,2319.0,3.78,11.29
0,91.14,1904.0,14.15,9.86
1,93.94,1866.0,2.34,9.08
0,93.12,2350.0,8.16,16.51
0,94.76,2464.0,10.98,12.25
0,93.64,2264.0,4.49,12.77
0,94.56,1860.0,17.48,6.17
0,95.11,2093.0,5.39,18.11
1,99.32,2338.0,11.62,13.65
0,95.03,2243.0,12.94,12.05
0,93.23,2355.0,3.96,18.97
0,92.67,2253.0,11.88,15.27
1,92.04,2391.0,0.76,9.87
1,94.69,1955.0,5.96,13.94
0,94.34,2274.0,0.62,10.84
0,91.36,1937.0,12.82,15.33
0,93.56,2140.0,14.31,14.28
1,94.82,2550.0,3.64,18.65
1,96.51,2204.0,4.95,17.48
0,97.73,2673.0,2.66,20.45
0,95.99,2201.0,14.0,12.51
1,92.99,2498.0,2.67,18.96
0,93.67,2284.0,5.96,10.05
1,88.12,2054.0,15.44,5.0
1,94.33,2384.0,2.95,18.19
1,95.42,2088.0,16.63,7.72
0,87.77,2119.0,15.03,13.11
0,95.21,2318.0,11.55,13.58
0,91.22,2158.0,12.49,14.08
0,98.05,2352.0,12.57,15.68
0,96.26,2397.0,9.42,20.08
0,94.2,1937.0,5.86,16.56
0,93.96,2225.0,5.19,16.97
0,98.2,2449.0,12.54,13.61
0,93.49,2119.0,15.28,16.4
0,96.04,2294.0,8.95,18.63
0,97.18,2475.0,4.85,17.86
0,94.18,2243.0,11.33,13.54
0,92.62,2153.0,9.89,15.35
0,97.61,2337.0,9.58,14.51
0,87.82,2002.0,14.5,6.95
0,91.97,2362.0,1.75,18.44
0,97.64,2461.0,15.37,5.86
1,94.41,2085.0,16.15,11.12
0,99.1,2245.0,9.57,17.72
0,91.1,2212.0,6.21,20.37
0,90.93,2137.0,9.85,9.18
0,95.25,2346.0,6.55,17.31
0,95.22,1939.0,14.51,6.92
0,95.06,2241.0,17.37,10.02
0,92.79,2326.0,8.0,17.12
0,91.11,2284.0,5.73,18.19
1,94.88,1971.0,12.66,15.39
0,94.92,2085.0,11.8,12.69
0,98.19,1981.0,15.25,15.2
1,94.18,2376.0,12.47,15.81
0,94.99,2257.0,5.32,16.51
1,93.2,2091.0,13.6,11.52
0,96.55,2391.0,1.53,14.26
0,93.93,2089.0,5.41,20.7
0,93.75,2602.0,12.93,13.55
0,95.64,2156.0,3.71,14.27
0,88.78,2203.0,-1.46,15.69
0,91.02,2386.0,3.02,18.06
0,96.72,2358.0,9.86,18.1
0,97.26,2270.0,8.06,16.32
0,97.26,2304.0,7.8,16.67
0,91.99,2074.0,9.79,13.12
0,96.6,2274.0,9.12,15.37
0,93.79,2212.0,6.13,12.54
0,93.98,1917.0,8.44,14.26
0,89.89,2395.0,18.5,12.29
0,93.49,2161.0,10.81,13.58
0,93.11,2320.0,10.34,18.59
0,95.7,1990.0,10.65,18.47
1,97.16,2184.0,15.36,10.06
0,94.86,2176.0,6.67,16.74
0,94.74,2363.0,6.49,15.16
0,96.45,2664.0,4.41,18.37
0,97.24,2328.0,8.9,15.49
1,94.57,2049.0,11.82,15.06
0,93.66,2020.0,14.62,11.48
0,93.95,2253.0,11.25,13.98
0,95.2,2048.0,-0.54,12.66
0,94.11,2256.0,16.33,7.96
0,93.76,2232.0,7.1,24.86
0,96.19,2040.0,2.55,16.41
0,94.75,2501.0,7.01,15.45
0,92.01,2152.0,7.63,16.96
0,96.57,1926.0,17.16,2.12
0,96.27,2182.0,4.72,16.88
0,97.76,2248.0,6.16,16.48
0,93.5,2475.0,-0.85,14.12
0,100.75,2490.0,19.94,6.16
0,96.54,2179.0,9.3,17.59
0,92.04,2137.0,15.52,6.09
1,94.26,1999.0,8.64,14.37
0,92.38,2269.0,1.77,16.27
0,94.15,2482.0,11.75,20.34
1,93.62,2232.0,17.19,8.21
1,90.3,2481.0,17.54,12.69
0,94.06,2138.0,2.94,17.16
1,95.41,2212.0,18.06,8.29
0,93.25,2440.0,3.95,15.94
0,94.9,2398.0,12.75,17.02
0,93.61,2236.0,8.21,16.05
0,96.74,2126.0,19.18,6.74
0,90.97,2217.0,3.67,19.12
1,95.46,2343.0,13.7,13.63
0,93.29,2512.0,3.14,19.56
1,97.02,2377.0,5.68,16.56
0,91.8,1924.0,17.34,6.21
1,91.15,2493.0,2.58,18.83
0,96.58,2337.0,8.93,13.93
1,92.13,2129.0,13.87,14.29
0,94.16,2961.0,17.16,11.63
1,97.58,2139.0,5.98,16.89
0,96.8,2368.0,3.82,12.6
0,96.11,2335.0,8.06,19.65
0,93.9,2118.0,8.61,14.39
0,95.45,2480.0,10.4,11.67
1,96.65,2388.0,8.75,14.95
0,94.23,2416.0,-0.6,16.55
0,93.72,2495.0,-4.7,15.05
1,91.52,2531.0,8.78,21.54
0,92.08,2631.0,8.65,14.9
0,95.43,2003.0,14.51,9.63
0,96.5,2033.0,15.43,6.15
0,91.86,2109.0,8.81,17.78
0,96.9,2467.0,7.32,17.8
0,98.13,2249.0,5.94,17.26
0,96.1,2358.0,0.8,14.2
1,97.41,2508.0,5.08,18.14
0,89.14,2105.0,6.07,14.95
1,92.88,2104.0,8.86,13.34
0,91.59,2404.0,6.67,20.31
0,87.05,2005.0,16.17,10.97
0,90.62,2081.0,13.31,8.23
1,95.29,2533.0,5.58,17.87
1,92.63,2223.0,6.54,16.12
0,92.45,1869.0,14.6,-1.39
1,94.13,2068.0,16.93,7.72
0,93.2,1917.0,8.28,15.55
1,93.69,2410.0,1.71,17.57
1,93.82,2422.0,11.13,14.7
0,97.75,2379.0,8.07,16.9
1,90.69,2422.0,7.75,20.96
0,95.99,2383.0,4.18,14.75
1,96.45,2368.0,17.94,4.89
0,94.47,2430.0,4.7,18.13
0,95.68,2240.0,13.01,10.01
0,96.67,2359.0,4.54,17.55
0,89.45,2230.0,16.38,16.37
1,92.65,2035.0,7.73,16.65
0,93.75,2177.0,10.78,13.05
0,90.25,2181.0,9.13,17.49
0,91.39,1935.0,17.53,5.55
0,94.4,2021.0,6.15,17.99
0,93.96,2191.0,16.87,10.87
0,92.78,2115.0,4.5,18.16
1,95.33,2180.0,14.97,12.56
0,97.31,2173.0,14.86,11.04
0,94.33,2047.0,16.93,8.35
0,94.97,1943.0,12.49,12.67
1,90.7,2207.0,18.28,10.1
1,94.3,2267.0,4.38,11.43
0,93.19,2029.0,9.87,12.94
0,92.44,2190.0,6.93,17.52
0,92.32,2363.0,13.14,12.06
1,92.33,2088.0,13.21,5.42
1,93.22,2216.0,10.58,15.66
0,89.45,2066.0,0.48,19.81
0,94.78,2494.0,11.66,17.56
0,97.0,2206.0,16.53,3.97
0,95.65,2414.0,13.59,11.22
0,91.26,2281.0,17.61,9.29
0,91.7,2035.0,2.01,13.63
0,96.04,2193.0,4.67,7.9
0,92.11,2307.0,3.05,21.55
0,87.61,2304.0,11.11,16.02
0,96.01,2439.0,3.7,17.12
1,94.75,2145.0,15.52,2.14
0,93.43,1957.0,12.03,0.86
0,92.58,2143.0,3.52,17.71
1,91.43,1961.0,15.71,9.73
0,94.26,2172.0,13.1,13.62
0,95.34,2057.0,12.03,13.06
0,92.25,2012.0,12.69,7.18
1,98.29,2377.0,6.36,20.91
0,88.86,1872.0,9.4,4.25
0,96.51,2186.0,8.25,15.48
0,91.65,2090.0,12.41,18.63
0,92.39,2362.0,4.79,19.12
0,93.51,2303.0,8.09,16.15
0,87.62,1850.0,16.58,8.87
0,93.16,2148.0,5.13,19.24
0,97.71,2543.0,14.04,13.16
0,93.56,2418.0,0.51,22.16
0,93.27,2390.0,13.01,17.97
1,94.28,2233.0,8.16,16.91
1,94.61,2265.0,4.51,17.96
0,95.26,2283.0,3.99,17.95
0,92.02,1973.0,15.66,12.98
0,93.64,2208.0,18.41,9.78
1,93.39,2226.0,8.32,16.08
0,91.45,2058.0,-0.82,18.9
0,92.4,2159.0,11.89,9.59
0,96.13,2253.0,6.83,18.43
1,93.03,2264.0,6.55,15.28
1,91.31,1951.0,15.1,8.09
0,96.27,2410.0,4.7,17.28
0,94.13,2013.0,7.15,17.66
0,97.87,2320.0,14.12,13.69
0,95.1,2341.0,15.4,8.36
0,90.67,2257.0,17.37,10.46
0,94.11,2012.0,7.21,16.44
0,93.78,2084.0,13.29,12.89
0,91.34,2324.0,5.23,12.9
0,95.36,2107.0,17.15,4.05
0,94.31,2486.0,7.41,16.49
1,90.9,2311.0,6.91,19.35
0,94.55,2127.0,1.9,7.65
0,97.71,2381.0,7.45,16.53
0,90.21,2255.0,9.05,14.75
0,95.8,1871.0,5.2,13.48
0,96.17,1973.0,11.33,10.25
1,97.72,2319.0,1.09,16.72
0,93.7,2450.0,8.48,18.72
1,96.7,2343.0,8.62,14.84
0,94.26,2202.0,11.32,15.92
0,95.45,2185.0,8.46,16.94
0,93.7,2226.0,6.28,16.69
0,94.92,2420.0,-0.4,16.64
0,95.48,2186.0,14.67,15.29
0,93.26,2486.0,6.1,20.92
0,100.46,2394.0,5.48,17.25
0,89.79,2147.0,0.59,17.23
1,95.59,2028.0,16.8,10.24
0,92.2,2349.0,4.05,18.99
0,95.17,2271.0,16.44,9.21
1,90.72,2202.0,10.18,15.31
1,94.6,2163.0,14.22,11.99
0,91.87,2334.0,4.0,15.06
0,93.28,2144.0,10.32,6.92
0,91.0,1946.0,13.14,5.94
0,92.14,2233.0,3.93,15.46
0,91.53,2071.0,9.09,17.67
0,92.62,2251.0,11.41,13.6
0,95.28,2116.0,6.18,17.05
0,96.15,2287.0,8.03,16.6
0,94.35,2392.0,10.81,14.45
0,98.05,2295.0,4.73,16.62
0,96.1,2299.0,13.19,16.24
0,98.18,2325.0,9.82,14.76
1,95.6,2209.0,14.12,3.37
1,94.02,2167.0,14.47,8.51
1,93.82,2258.0,13.64,15.72
0,92.9,2110.0,7.43,13.8
0,91.2,2161.0,11.56,13.59
1,93.23,2299.0,6.51,13.37
1,94.2,2154.0,18.96,11.27
0,96.75,2290.0,6.16,15.74
0,90.52,2055.0,11.23,13.71
0,88.31,2104.0,6.91,19.44
0,90.98,2581.0,0.18,16.4
0,89.59,2238.0,8.07,12.12
0,91.12,2308.0,10.05,18.2
0,95.91,2359.0,10.31,14.28
0,98.44,2187.0,13.85,13.17
0,95.3,2287.0,9.59,17.89
0,94.07,2398.0,9.04,18.62
0,93.16,2074.0,5.37,15.68
1,92.43,2434.0,4.08,20.05
0,98.04,2106.0,13.84,10.88
1,90.55,2141.0,17.8,9.26
0,93.26,2269.0,12.39,5.05
0,95.0,2266.0,11.46,16.98
1,95.35,2286.0,12.95,6.38
1,92.88,2282.0,6.37,17.08
0,96.63,2499.0,16.01,6.29
1,87.55,2178.0,4.77,17.76
0,94.87,1926.0,18.53,6.98
0,97.46,2581.0,7.3,19.28
0,92.19,2267.0,6.04,20.7
0,99.0,2143.0,8.64,14.18
0,95.82,2333.0,5.14,15.25
1,90.83,2432.0,-0.09,14.79
0,90.61,2242.0,4.36,17.65
0,93.3,2338.0,2.9,8.29
0,87.13,2106.0,9.9,12.49
0,94.63,2470.0,12.61,18.46
0,89.54,2398.0,8.29,18.41
0,91.77,2120.0,7.36,19.41
0,93.42,2053.0,11.31,12.77
0,96.83,2080.0,6.74,17.69
0,93.33,2267.0,9.14,19.48
1,92.53,2516.0,7.35,15.5
1,98.24,2374.0,14.35,13.69
1,87.96,1763.0,13.65,7.07
0,94.55,2248.0,0.15,14.57
0,90.26,1890.0,13.08,7.26
0,91.38,2477.0,16.57,12.48
0,92.92,2030.0,7.85,17.81
0,96.39,2345.0,3.53,17.13
1,97.26,2375.0,16.26,8.37
0,95.71,2413.0,9.92,14.8
0,91.99,2231.0,2.54,8.01
0,97.13,2061.0,11.52,12.48
1,92.9,2031.0,10.24,19.59
0,98.7,2466.0,20.21,12.02
0,93.84,2039.0,19.32,8.08
0,91.85,2103.0,14.66,12.66
0,91.42,2345.0,4.95,10.9
0,90.24,2327.0,3.01,14.92
1,86.35,1803.0,8.03,12.23
0,93.87,2248.0,4.45,19.67
0,93.4,2317.0,8.53,15.82
1,90.75,2556.0,7.98,20.23
0,97.75,2261.0,8.31,13.64
0,93.94,2087.0,8.83,13.97
0,97.48,2190.0,18.24,8.79
0,90.38,2322.0,5.79,17.35
0,92.23,2042.0,17.16,-0.22
1,91.15,2155.0,8.18,17.15
0,93.58,2304.0,8.39,18.05
0,92.15,2154.0,17.11,13.84
0,93.88,2063.0,3.42,10.01
0,95.84,2059.0,11.55,9.22
0,93.78,2413.0,5.71,18.25
0,92.36,2060.0,16.41,14.34
0,97.93,2247.0,11.36,19.81
1,94.75,2250.0,7.75,20.39
0,96.34,2194.0,7.54,15.76
1,94.29,2253.0,13.69,15.38
0,89.3,2321.0,12.21,13.71
1,95.91,2081.0,10.61,12.48
0,95.24,2335.0,13.59,15.28
0,93.13,2229.0,11.45,13.59
0,98.34,2379.0,5.87,19.19
0,95.61,2333.0,7.22,17.12
0,93.56,2094.0,8.14,16.23
0,90.36,2241.0,7.38,17.28
0,95.73,2558.0,13.9,18.55
0,93.27,2297.0,9.93,15.53
0,96.95,2114.0,15.67,8.03
0,92.03,1788.0,12.14,-1.22
0,93.9,2018.0,5.82,16.36
0,90.5,2376.0,11.41,12.34
0,93.24,2335.0,6.63,21.4
0,92.57,2465.0,4.05,19.14
1,92.52,2439.0,3.08,22.39
0,96.7,2167.0,15.71,7.37
0,94.69,2254.0,4.18,16.1
1,92.88,2324.0,7.54,19.88
1,93.58,2243.0,8.44,15.45
0,93.77,2188.0,6.13,13.33
0,92.93,2449.0,6.87,18.53
0,93.4,2221.0,10.36,18.21
0,92.02,2191.0,12.3,19.26
1,96.58,2341.0,10.38,16.59
0,89.22,2057.0,10.79,12.96
1,97.4,2329.0,5.08,16.55
0,95.7,2095.0,4.25,17.21
1,94.78,1947.0,4.95,14.12
0,93.41,2291.0,-0.21,20.41
0,97.06,2409.0,-0.11,19.21
0,94.49,2398.0,-1.1,18.03
1,99.31,2572.0,4.02,19.04
0,92.94,2420.0,3.91,22.64
0,89.44,2264.0,5.31,20.24
0,94.21,2356.0,8.32,21.34
0,96.41,2130.0,7.74,18.28
0,93.81,2583.0,4.86,17.29
1,93.63,2236.0,8.52,11.49
0,95.43,2281.0,12.11,15.16
0,95.38,2035.0,15.38,13.9
0,92.25,2382.0,13.54,16.15
1,96.64,2203.0,11.36,13.59
0,92.47,2046.0,17.26,8.2
0,94.15,2083.0,16.17,7.35
0,97.7,2395.0,7.25,18.76
0,94.96,2400.0,6.16,21.24
0,93.41,2588.0,5.74,19.68
0,91.1,2119.0,16.9,6.82
1,94.43,1880.0,4.11,17.77
0,92.94,1938.0,11.42,10.69
0,97.59,2761.0,9.07,13.73
0,99.83,2390.0,5.79,14.46
0,94.51,2295.0,5.9,18.12
0,92.64,2000.0,16.33,4.57
0,96.35,2995.0,11.19,21.1
0,97.9,2408.0,17.61,7.31
0,91.78,2345.0,7.52,19.46
1,94.34,2102.0,14.98,8.91
1,91.78,2239.0,3.47,18.01
0,89.06,2192.0,14.25,16.28
0,91.95,2388.0,5.18,13.98
0,92.38,1969.0,9.52,17.71
0,95.33,2589.0,3.18,19.25
0,94.59,2492.0,-2.29,15.16
0,95.97,2598.0,5.28,12.52
0,85.27,2017.0,17.95,3.33
1,92.92,2631.0,7.55,18.24
0,94.51,2425.0,8.69,19.22
0,97.82,2522.0,4.85,19.74
0,93.49,2385.0,7.03,17.71
0,95.25,2206.0,15.96,12.82
0,89.04,2251.0,8.01,13.3
0,93.34,2756.0,9.2,21.78
0,92.4,2046.0,6.11,15.88
0,89.45,2232.0,13.45,9.47
0,97.86,2300.0,8.69,17.47
1,85.49,1925.0,9.5,12.56
1,87.81,2024.0,5.67,17.67
0,97.96,2509.0,3.26,17.91
0,94.18,2502.0,3.6,8.44
0,92.81,2362.0,9.74,17.37
0,92.81,2609.0,3.55,15.14
1,94.82,2249.0,5.73,18.42
1,87.58,2249.0,0.93,19.74
0,89.35,2122.0,7.56,18.07
0,93.35,2260.0,3.27,11.44
0,94.42,2117.0,9.17,10.53
0,94.31,2261.0,16.02,13.01
1,100.34,2035.0,14.61,4.92
0,93.57,2176.0,10.43,7.26
1,92.97,2988.0,12.6,11.5
1,95.54,2262.0,5.95,18.61
0,95.46,2282.0,17.92,4.91
1,89.65,1872.0,11.18,15.46
1,96.28,2474.0,7.86,16.13
0,97.23,2215.0,15.56,1.19
1,94.38,2413.0,13.62,16.97
0,92.29,2161.0,1.42,18.58
0,93.92,2341.0,14.51,16.43
0,96.41,2606.0,15.98,19.34
0,89.14,2031.0,9.96,6.88
1,95.69,2392.0,1.96,21.03
0,92.87,2155.0,9.24,8.96
1,95.04,2317.0,1.63,15.86
0,94.2,2006.0,3.37,7.41
1,93.59,2334.0,10.67,17.1
1,94.45,2160.0,13.6,11.06
0,97.88,2147.0,7.15,15.28
0,95.16,2044.0,11.62,10.41
1,91.67,2343.0,13.97,13.76
0,93.34,2538.0,3.69,14.64
1,91.17,1840.0,9.47,7.45
0,96.44,2404.0,5.71,19.34
0,95.27,2168.0,11.41,13.89
1,97.79,2333.0,16.44,8.7
1,90.42,1938.0,14.25,7.85
0,95.13,1931.0,10.87,15.2
0,88.7,1819.0,23.15,-0.87
0,93.62,2310.0,8.04,13.74
0,92.37,2244.0,1.06,20.23
1,94.49,2320.0,1.35,17.93
0,94.2,2427.0,3.54,19.29
0,92.88,2309.0,7.84,19.09
0,88.73,2034.0,9.53,11.5
0,93.01,2429.0,3.48,15.56
0,95.56,2378.0,3.67,11.81
0,96.04,2200.0,8.22,15.53
1,96.96,2131.0,14.59,11.13
0,95.91,2111.0,11.29,15.41
1,96.3,2212.0,11.12,14.11
1,89.61,1988.0,14.53,8.69
0,95.14,2077.0,14.53,13.83
0,90.19,2044.0,16.24,3.26
1,94.4,2185.0,4.43,15.69
0,93.69,2214.0,10.63,15.51
0,93.55,1095.0,12.01,13.4
1,92.7,2128.0,9.39,12.72
0,93.59,2200.0,8.69,17.96
0,94.97,2130.0,4.07,18.37
0,92.39,2350.0,10.11,19.78
0,88.89,2235.0,15.58,7.84
0,97.47,2442.0,7.29,11.91
0,94.98,2094.0,7.21,19.54
0,92.45,2304.0,6.87,16.33
0,98.74,2388.0,13.56,12.96
1,90.42,1937.0,10.04,11.61
0,96.36,2085.0,15.85,10.49
0,94.47,2607.0,7.54,18.99
1,94.34,1645.0,10.85,11.74
0,94.39,2101.0,12.19,6.62
0,96.06,2457.0,17.33,3.61
0,93.48,2489.0,2.72,19.34
0,95.88,2038.0,7.77,15.67
0,92.05,2229.0,15.03,6.33
1,89.1,2275.0,-1.95,15.63
0,95.13,2393.0,3.1,18.3
0,90.1,2357.0,13.96,13.46
1,88.0,1946.0,9.59,11.18
0,92.73,2286.0,0.43,13.85
0,96.99,2136.0,15.74,11.84
0,93.04,2198.0,15.87,14.96
0,92.56,2056.0,4.65,14.64
1,93.17,2163.0,15.31,9.21
1,95.63,2633.0,4.79,20.16
1,91.29,2331.0,6.2,17.8
0,102.04,2089.0,17.17,9.04
1,89.47,2184.0,7.36,15.42
0,96.34,2459.0,4.13,17.69
0,93.57,2087.0,15.91,12.09
1,93.07,2070.0,14.15,0.89
0,96.99,2402.0,8.86,18.2
0,95.08,2329.0,2.83,15.8
0,96.27,2402.0,14.25,10.54
0,92.42,2323.0,7.25,19.69
1,95.78,2468.0,3.74,17.66
1,93.58,2224.0,6.86,16.0
0,94.42,2250.0,6.76,16.84
1,89.45,1985.0,6.97,14.64
1,97.12,2369.0,6.91,17.0
0,90.71,2306.0,12.51,9.37
0,91.31,2471.0,11.24,15.98
1,93.35,2430.0,4.42,14.9
0,92.48,2210.0,9.1,16.48
1,90.5,2307.0,-0.83,16.5
0,95.25,2501.0,1.15,17.72
1,94.52,2369.0,14.31,8.25
0,92.7,2323.0,15.5,12.85
0,95.83,2268.0,11.28,15.82
0,93.88,2153.0,10.72,14.97
1,93.22,1949.0,3.74,19.42
0,93.43,2376.0,10.99,14.1
1,93.37,1760.0,3.21,14.62
1,94.05,2296.0,18.07,2.53
0,95.35,2410.0,11.22,16.9
0,92.98,2204.0,5.99,18.0
0,96.87,2389.0,13.42,15.41
0,90.66,2123.0,2.72,20.15
1,95.07,2540.0,3.57,11.62
0,93.78,2187.0,13.86,11.26
0,97.93,2150.0,7.43,16.85
1,96.42,2209.0,12.51,14.58
0,94.06,2373.0,11.69,17.75
0,93.41,2332.0,-1.95,7.28
0,94.69,2155.0,17.01,11.68
0,97.95,2183.0,12.81,16.49
0,95.78,2371.0,10.29,19.61
1,95.82,2313.0,7.63,19.08
0,95.88,2018.0,16.14,9.91
1,93.51,2170.0,8.19,17.06
1,92.59,1851.0,16.48,4.02
0,92.94,2143.0,14.67,14.89
0,89.62,2247.0,18.69,7.06
0,92.52,2197.0,3.19,20.22
0,97.31,2297.0,10.14,19.15
0,93.46,2263.0,8.84,17.77
0,92.45,2299.0,14.29,12.9
0,93.15,2171.0,7.21,17.96
1,90.05,2198.0,0.4,18.0
0,91.13,2241.0,5.16,14.6
0,96.23,2145.0,15.34,8.18
0,92.66,2626.0,5.4,15.7
1,93.39,1956.0,14.44,6.53
0,98.56,2484.0,3.1,15.8
1,88.16,2338.0,9.88,17.9
0,92.95,2234.0,5.3,17.7
0,95.23,2148.0,9.42,13.36
0,95.04,2210.0,3.8,18.24
1,94.29,2095.0,10.06,16.98
0,96.24,2085.0,17.8,10.82
0,93.52,2154.0,5.04,12.78
1,91.86,2198.0,5.67,19.24
0,92.56,2105.0,16.1,8.52
0,95.58,2400.0,10.04,20.54
1,94.84,2162.0,9.42,13.71
0,97.59,2262.0,6.06,15.96
0,98.93,2724.0,11.33,18.51
0,95.6,2208.0,18.83,3.02
0,93.01,2261.0,8.85,13.64
0,91.83,2367.0,7.01,21.02
0,91.85,2353.0,2.03,16.41
0,93.06,1912.0,15.29,7.7
0,92.76,2135.0,15.46,5.69
1,91.49,2189.0,16.76,7.26
0,94.48,2411.0,6.2,20.62
